-2.35,-2.35,11.18
-4.02,-3.33,9.32
-0.20,-0.98,9.71
1.18,0.20,9.81
1.27,0.39,10.79
0.88,-0.39,10.59
0.39,-2.06,10.98
-1.37,-2.06,11.28
-1.18,-1.27,10.69
0.10,-0.69,10.30
0.00,0.00,10.89
0.00,0.10,10.69
-0.10,0.00,10.69
0.00,0.29,10.89
-0.10,0.20,10.69
0.98,1.37,10.89
-0.29,0.00,10.40
-0.78,-0.39,10.49
-0.49,0.00,10.40
-0.49,0.10,10.40
-0.59,0.00,10.40
-0.39,-0.10,10.10
-0.20,0.49,10.20
-0.39,0.29,10.10
-0.39,0.10,10.30
-0.10,0.29,10.00
-0.10,0.29,9.81
-0.98,0.00,9.81
-1.08,-0.29,9.61
-0.59,-0.29,9.61
-0.39,-0.39,9.90
-0.10,-0.20,10.10
0.00,0.20,10.30
0.00,-0.10,10.69
0.00,-0.49,10.79
0.00,-0.20,11.18
0.49,-0.39,11.67
1.57,-0.20,11.96
2.84,0.29,12.16
3.82,0.98,12.45
4.41,1.37,12.06
4.22,1.67,11.47
3.53,1.77,10.49
2.75,1.67,9.81
2.06,1.86,9.02
1.77,1.77,8.34
1.77,1.27,7.55
2.06,0.69,6.86
2.06,0.39,6.37
2.16,0.00,6.08
1.77,-0.49,5.79
1.47,-0.78,5.69
1.08,-1.18,5.79
0.88,-1.37,5.98
0.59,-0.98,6.28
0.20,-0.69,6.77
-0.39,-0.20,7.16
-0.88,0.29,7.75
-1.08,0.88,8.34
-0.88,1.08,8.73
-0.59,0.69,9.41
0.00,0.69,10.00
0.59,0.78,10.59
1.37,0.88,11.28
1.96,0.88,11.87
2.35,0.98,12.65
3.04,1.27,13.04
3.43,1.27,13.14
3.43,1.27,12.94
3.14,1.08,12.65
2.84,0.78,12.06
2.35,0.39,11.57
1.77,0.00,10.79
1.18,-0.20,10.10
0.69,-0.10,9.61
0.20,0.29,9.02
-0.29,0.59,8.73
-0.88,0.59,8.34
-1.37,0.59,7.85
-1.47,0.49,7.35
-1.37,0.39,7.16
-1.18,0.20,6.86
-0.78,-0.10,6.77
-0.59,0.00,6.77
-0.29,0.00,6.86
0.00,-0.29,6.96
0.00,-0.49,7.06
0.00,-0.59,7.35
0.00,-0.29,7.94
0.00,0.00,8.43
-0.10,0.39,9.22
-0.10,0.69,9.51
0.00,0.98,10.10
0.00,1.37,10.49
0.00,1.27,10.69
0.00,0.88,10.79
0.20,0.59,10.79
0.29,0.10,10.79
0.00,-0.10,10.49
0.00,-0.10,10.40
-0.20,-0.20,10.10
-0.78,-0.10,9.90
-1.18,0.00,9.81
-1.27,-0.10,9.71
-1.18,-0.10,9.71
-1.08,-0.49,9.81
-0.49,-0.69,9.90
-0.10,-0.78,9.90
-0.10,-0.69,10.10
-0.20,-0.49,10.30
-0.49,-0.39,10.49
-0.69,0.00,10.69
-1.08,0.20,10.89
-1.37,0.78,10.89
-2.45,0.69,10.98
-3.14,0.49,11.18
-3.73,0.29,11.67
-3.43,0.20,11.96
-2.84,0.39,12.36
-2.26,1.18,12.75
-2.16,1.18,12.94
-1.67,0.59,12.94
-0.10,-0.10,12.85
1.37,-0.49,12.85
3.24,-0.69,12.55
4.41,-1.08,12.06
4.90,-1.47,11.57
4.81,-1.47,10.98
4.22,-1.08,10.30
3.33,-1.08,9.22
2.45,-1.18,8.43
2.26,-1.08,8.04
2.06,-0.88,7.45
1.96,-0.69,7.16
1.86,-0.29,7.16
1.77,0.00,6.67
1.67,-0.20,6.37
1.37,-0.59,6.08
0.98,-0.88,5.88
0.88,-1.18,5.88
0.98,-1.08,5.88
0.59,-0.88,6.08
0.98,-0.78,6.37
0.59,-0.88,6.57
0.10,-0.78,6.86
-0.49,-0.78,6.86
-1.77,-0.59,7.85
-2.06,-0.39,8.04
-1.96,-0.39,8.92
-1.18,-0.49,9.71
-0.10,-0.39,10.49
0.98,0.00,11.28
2.35,-0.20,11.96
3.63,-0.69,12.36
4.41,-0.98,12.55
4.61,-0.98,12.55
4.12,-0.69,12.26
3.14,-0.49,11.87
1.86,-0.29,11.28
0.69,-0.10,10.79
-0.10,-0.20,10.10
-0.59,-0.29,9.32
-0.98,-0.20,8.92
-1.18,0.00,8.73
-1.27,0.20,8.53
-1.18,0.29,8.34
-1.27,0.49,8.24
-1.27,0.69,8.04
-1.27,0.39,7.85
-0.78,-0.20,7.94
-0.29,-0.78,7.94
0.29,-1.18,7.85
0.78,-1.57,8.04
0.88,-1.67,8.14
0.88,-1.47,8.43
0.59,-1.37,8.73
0.49,-1.37,8.83
0.49,-1.27,9.22
0.59,-0.98,9.51
0.59,-0.69,9.51
0.69,-0.49,9.61
0.78,-0.49,9.61
0.88,-0.39,9.71
0.69,0.10,9.81
0.10,0.59,9.90
-0.29,0.88,9.61
-0.69,0.88,9.51
-1.37,0.49,9.22
-1.67,0.10,8.92
-1.37,-0.39,8.73
-0.98,-0.98,8.83
-0.39,-0.78,9.12
0.00,-0.78,9.32
0.20,-0.69,9.61
0.29,-0.78,9.61
0.20,-0.69,9.61
0.00,-0.69,9.61
-0.29,-0.59,9.90
-0.59,-0.59,10.00
-0.78,-0.39,10.20
-0.78,-0.49,10.40
-0.49,-0.69,10.79
0.00,-0.59,11.18
0.39,-0.59,11.57
0.39,-0.78,11.67
0.39,-0.69,11.96
0.29,-0.39,12.16
0.39,-0.29,12.26
0.59,-0.39,12.36
0.39,0.00,12.45
-1.27,0.20,12.06
-2.26,0.10,11.77
-3.04,-0.29,11.67
-3.14,-0.59,11.96
-2.06,0.00,12.65
-0.78,0.49,13.04
0.29,0.59,13.14
0.98,0.20,12.85
1.77,-0.29,12.55
2.75,-0.88,12.36
3.82,-1.08,11.87
4.61,-1.57,11.38
4.81,-1.96,10.69
4.81,-1.96,9.71
4.51,-2.84,8.63
4.22,-2.26,7.75
4.12,-1.67,7.16
3.92,-1.27,6.86
3.63,-0.69,6.47
2.84,0.10,6.08
1.67,0.78,5.88
0.10,1.47,5.49
-1.18,1.86,5.20
-2.16,1.77,4.81
-2.94,1.18,4.41
-3.33,0.29,4.31
-3.33,-0.29,4.90
-2.84,-0.10,5.79
-2.06,0.59,6.96
-1.27,1.18,8.04
-0.88,1.77,9.22
-0.69,2.16,10.49
0.39,2.35,11.47
1.37,2.45,12.26
3.53,1.57,12.94
4.31,0.78,13.14
5.00,0.00,13.14
5.59,-0.98,12.94
5.49,-1.67,12.85
5.00,-1.77,12.36
3.82,-1.47,11.87
2.55,-1.08,11.08
1.37,-1.18,10.40
0.49,-0.78,9.81
0.00,-0.20,9.51
-0.49,0.10,8.92
-0.88,0.29,8.43
-1.47,0.49,7.94
-1.96,0.69,7.55
-2.06,0.39,7.26
-1.86,0.00,6.96
-1.47,-0.29,6.77
-1.18,-0.69,6.67
-0.98,-0.69,6.77
-0.49,-0.59,6.96
-0.20,-0.59,7.26
-0.20,-0.39,7.94
0.00,0.10,8.63
0.10,0.69,9.12
0.29,0.98,9.61
0.29,1.08,9.81
0.20,0.98,10.00
0.00,0.88,10.10
-0.20,0.69,10.20
-0.49,0.29,10.10
-0.59,0.20,10.10
-0.69,0.00,10.20
-0.59,-0.10,10.40
-0.39,-0.10,10.59
-0.20,0.00,10.79
-0.10,0.00,10.89
0.10,0.00,10.89
0.29,0.00,10.79
0.29,-0.10,10.69
0.10,-0.10,10.49
0.00,-0.10,10.40
-0.29,-0.20,10.20
-0.49,-0.10,10.10
-0.78,0.00,10.00
-0.69,-0.10,9.90
-0.69,0.00,10.00
-0.98,0.39,10.20
-1.77,0.88,10.20
-3.14,0.78,10.20
-3.73,0.39,10.59
-2.94,0.20,11.28
-0.88,0.39,12.06
0.29,0.69,12.75
0.78,0.20,12.94
0.88,-0.39,12.85
1.18,-1.08,12.85
1.96,-1.47,12.65
3.24,-1.67,12.55
3.82,-1.57,12.16
3.82,-0.98,11.77
3.43,-0.49,10.98
2.75,-0.20,10.20
2.35,0.00,9.71
2.06,0.00,8.83
1.96,-0.10,8.14
1.96,0.00,7.35
1.47,0.10,6.77
0.78,0.00,6.08
0.29,-0.20,5.49
-0.20,-0.20,5.00
-0.78,-0.29,5.00
-1.18,-0.20,5.00
-1.47,-0.69,4.90
-1.37,-1.37,5.20
-1.18,-1.86,5.69
-0.69,-1.67,6.57
-0.49,-0.98,7.75
-0.39,-0.69,9.02
-0.29,-0.69,9.51
0.10,-0.39,10.20
0.78,-0.20,11.18
1.37,0.20,12.06
2.06,0.59,12.75
2.55,0.39,13.24
2.94,0.20,13.14
3.33,0.00,13.04
3.63,-0.49,12.55
3.53,-0.69,11.77
3.04,-0.88,11.08
2.45,-0.88,10.30
1.57,-0.29,9.71
0.59,-0.20,8.83
-0.29,0.00,8.04
-1.67,0.29,7.35
-2.06,0.59,7.26
-2.65,0.78,6.86
-2.75,0.39,6.86
-2.06,0.29,6.77
-1.57,0.29,6.96
-0.98,0.10,7.26
-0.59,-0.10,7.55
-0.39,-0.39,7.85
0.00,-0.69,8.24
0.10,-0.88,8.53
0.29,-0.98,8.92
0.29,-1.08,9.22
0.29,-1.47,9.51
0.59,-1.37,9.81
0.69,-1.27,9.90
0.49,-1.08,10.30
0.49,-0.98,10.40
0.69,-0.88,10.49
0.20,-0.59,10.40
0.29,-0.20,10.69
-0.98,0.00,10.20
-0.78,0.10,10.20
-1.08,0.29,10.30
-1.67,0.20,10.10
-1.67,0.39,10.10
-1.96,0.20,10.00
-1.96,0.00,10.00
-1.77,-0.29,10.10
-1.27,-0.39,10.30
-0.39,-0.59,10.49
0.10,-0.98,10.79
0.59,-0.78,10.89
0.78,-0.59,11.08
0.69,-0.59,11.38
0.69,-0.59,11.38
0.49,-0.59,11.47
0.20,-0.20,11.67
-0.29,0.69,12.36
-2.16,1.67,12.45
-3.53,1.37,11.87
-3.63,0.49,11.96
-2.55,0.29,12.45
-0.69,0.39,13.14
0.10,1.27,13.83
-0.29,1.77,13.83
-1.08,1.47,13.04
-0.98,0.29,12.45
1.08,-0.39,12.06
2.45,-0.49,12.06
3.82,-0.29,11.57
4.71,-0.59,10.40
5.49,-1.08,9.12
5.49,-1.37,7.94
5.10,-1.37,7.16
4.31,-1.18,6.18
3.43,-0.98,5.30
2.06,-0.59,4.61
0.29,0.00,3.92
-1.47,0.29,3.53
-2.84,0.78,3.33
-3.73,1.37,3.73
-4.22,1.67,4.41
-3.92,2.06,5.49
-2.94,2.16,6.37
-2.45,1.96,7.16
-1.86,1.67,7.94
-0.88,1.67,9.12
0.00,1.77,10.20
0.98,1.86,11.38
2.16,1.67,12.65
3.53,1.37,13.53
4.51,0.98,14.12
4.90,0.39,14.32
4.81,-0.20,14.12
4.22,-0.69,13.63
3.04,-0.88,12.94
1.96,-1.08,12.16
0.78,-0.98,11.28
0.10,-1.18,10.20
-0.49,-1.37,9.22
-0.49,-1.37,8.73
-0.78,-1.37,8.14
-0.98,-1.27,7.45
-0.98,-1.37,6.86
-1.08,-1.37,6.47
-1.27,-1.27,6.18
-1.37,-1.08,6.08
-1.57,-0.98,6.18
-1.67,-0.59,6.37
-1.57,0.00,6.77
-1.77,0.49,7.35
-1.77,0.69,7.85
-1.47,0.88,8.04
-1.37,1.08,8.43
-1.37,1.37,9.02
-1.27,1.47,9.51
-1.18,1.27,9.61
-1.08,0.88,9.90
-0.78,0.59,10.20
-0.39,0.20,10.30
-0.20,0.10,10.59
-0.20,0.10,10.89
-0.10,-0.20,10.89
0.00,-0.69,10.89
-0.10,-0.78,10.79
-0.29,-0.78,10.89
-0.29,-0.69,10.89
-0.59,-0.59,10.79
-0.78,-0.59,10.69
-0.78,-0.69,10.59
-0.78,-0.59,10.69
-0.98,0.10,10.79
-1.18,0.49,10.89
-1.77,1.18,11.08
-2.75,1.57,10.89
-4.90,1.27,10.40
-6.37,0.49,10.49
-5.30,0.39,10.89
-3.73,1.37,11.87
-1.08,1.67,12.75
0.00,1.37,12.94
0.29,0.59,12.85
0.98,-0.69,12.65
2.06,-1.47,12.65
3.24,-1.86,12.45
4.31,-1.86,12.36
4.71,-1.37,11.77
4.12,-0.98,10.89
3.73,-0.78,10.20
2.75,-0.69,9.51
1.77,-0.39,8.53
1.08,0.00,7.55
0.49,0.10,6.77
-0.39,0.49,5.98
-1.08,0.49,5.39
-1.86,0.10,4.71
-2.45,-0.59,4.22
-2.26,-1.37,4.12
-1.47,-2.16,4.12
-0.78,-2.45,4.71
-0.20,-2.35,5.39
0.00,-2.16,6.28
-0.49,-1.18,7.65
-0.88,-0.59,8.73
-1.18,-0.39,9.41
-1.37,-0.29,10.49
-0.98,0.59,11.77
0.00,0.59,12.85
1.57,0.39,13.73
3.33,0.10,14.32
4.61,0.20,14.71
5.59,0.39,14.91
5.49,0.39,14.32
4.22,0.39,13.34
2.35,0.29,11.96
1.08,0.10,10.79
0.00,0.29,9.71
-0.88,0.98,9.02
-2.06,1.47,8.04
-3.14,1.77,7.16
-3.43,1.57,6.67
-3.73,2.35,6.67
-2.94,-0.59,5.20
-2.94,0.39,5.39
-2.65,0.39,5.00
-2.94,-0.20,5.20
-2.35,-0.69,5.20
-1.86,-1.08,5.30
-1.57,-1.27,5.59
-1.57,-1.47,5.98
-1.37,-1.67,6.67
-1.18,-1.77,7.16
-0.88,-1.27,8.24
-0.39,-1.18,9.02
0.00,-0.88,10.30
0.10,-0.69,11.18
0.20,-0.59,11.57
0.69,-0.39,12.06
1.08,-0.29,12.55
1.57,-0.49,12.65
1.47,-0.49,12.45
1.18,-0.39,12.26
0.49,-0.20,11.77
-0.20,-0.39,11.18
-0.78,-0.49,10.89
-1.27,-0.10,10.49
-1.77,0.10,10.10
-2.26,0.10,9.90
-2.26,0.00,9.71
-2.16,0.00,9.71
-2.06,0.00,9.81
-1.57,0.00,10.10
-1.37,0.00,10.20
-1.18,0.10,10.40
-0.88,0.49,10.98
-1.37,1.08,11.38
-2.35,0.78,11.28
-2.45,0.39,11.47
-1.67,0.20,11.96
-0.20,0.49,13.04
0.49,1.47,14.22
0.00,2.35,14.81
-0.98,1.96,14.42
-1.47,0.69,13.83
-0.49,-0.10,13.24
1.37,-1.08,13.04
4.22,-1.96,12.45
7.26,-2.45,11.47
7.94,-2.75,10.98
8.24,-2.35,10.20
7.75,-1.37,9.22
6.37,-0.49,8.24
4.41,0.88,7.45
1.77,2.35,6.57
-0.69,3.33,5.39
-2.84,3.43,4.12
-4.71,2.84,3.04
-5.49,2.35,2.26
-5.98,2.26,2.45
-5.39,1.96,3.04
-4.22,1.18,3.73
-4.31,2.26,4.51
-2.75,2.35,6.18
-1.57,2.16,7.45
-0.69,1.86,8.53
0.98,1.37,9.71
2.16,1.08,11.18
2.84,1.18,12.16
3.63,0.88,12.94
3.63,0.69,13.34
3.53,0.49,13.63
3.04,0.49,13.63
2.35,0.00,13.34
1.86,-0.59,12.75
1.37,-1.18,12.26
0.78,-1.37,11.67
0.29,-1.47,10.79
-0.10,-1.67,10.20
-0.29,-1.47,9.51
-0.59,-1.08,9.12
-0.69,-0.78,8.83
-0.98,0.00,8.73
-1.37,0.20,8.43
-1.37,0.20,8.14
-1.57,0.49,7.94
-1.37,0.69,7.75
-1.18,0.88,7.65
-1.08,0.88,7.65
-1.18,0.98,7.45
-1.57,1.47,7.55
-2.16,1.57,7.55
-2.35,1.47,7.55
-2.55,1.37,7.65
-2.45,1.08,7.75
-1.96,0.98,8.14
-0.98,0.49,8.73
-0.49,0.39,9.02
-0.10,0.20,9.51
0.00,0.20,9.90
0.00,0.49,10.40
0.10,0.98,10.98
0.10,0.98,11.28
-0.10,0.78,11.28
-0.49,0.69,11.08
-0.98,0.59,11.08
-1.47,0.49,10.89
-1.67,0.49,10.69
-1.67,0.49,10.69
-1.57,0.29,10.59
-1.37,0.29,10.49
-1.27,0.29,10.40
-2.06,0.69,10.20
-2.84,0.69,9.90
-5.00,0.39,9.81
-6.28,0.00,10.00
-5.69,0.00,10.59
-3.73,0.39,11.47
-1.77,0.59,12.06
-0.29,0.10,12.36
0.20,-0.69,12.55
0.49,-1.08,12.65
1.08,-1.18,12.75
1.86,-0.88,12.94
2.65,-0.39,12.94
2.94,0.20,12.55
2.75,0.49,11.87
2.06,0.39,10.59
1.37,-0.10,9.32
0.98,-0.29,8.63
0.29,-0.39,7.35
0.00,-0.29,6.86
-1.96,-0.10,5.49
0.00,-0.29,5.69
-0.78,-0.29,5.30
-1.18,-0.39,5.00
-1.57,-0.69,4.61
-1.77,-1.27,4.61
-1.57,-1.67,4.61
-1.47,-1.86,5.00
-1.27,-1.77,5.59
-1.08,-1.67,6.18
-1.18,-1.37,6.96
-1.08,-0.88,8.24
-0.69,-0.49,9.51
-0.59,0.10,10.30
-0.20,0.78,11.47
0.69,1.27,12.65
1.96,1.57,13.63
3.33,1.57,14.12
4.22,1.47,14.42
4.51,1.37,14.22
4.61,0.78,13.63
4.41,0.29,12.94
3.92,0.49,12.16
3.24,0.20,11.18
2.35,0.20,10.30
1.47,0.39,9.51
0.29,0.69,8.63
-0.88,0.98,7.85
-2.55,1.77,7.16
-3.33,1.86,6.86
-3.92,1.77,6.28
-4.31,1.57,6.18
-4.22,0.98,5.98
-3.92,0.29,5.88
-3.53,-0.59,5.88
-3.04,-1.18,6.18
-2.55,-1.18,6.28
-2.26,-1.47,6.86
-2.06,-1.57,7.35
-1.67,-1.37,7.94
-1.18,-1.57,8.53
-0.69,-1.37,9.41
-0.10,-1.27,10.00
0.59,-1.18,10.89
1.08,-1.08,11.57
1.37,-0.88,11.87
1.67,-0.88,12.06
1.86,-0.78,12.26
1.77,-0.29,12.26
1.27,-0.10,11.96
0.49,0.00,11.67
-0.29,0.10,10.98
-1.08,-0.10,10.59
-1.57,0.10,10.30
-2.16,0.69,10.10
-2.55,0.88,9.90
-2.55,0.98,9.90
-2.26,0.78,9.71
-1.86,0.29,9.51
-1.18,0.00,9.51
-0.29,-0.39,9.61
0.00,-0.49,9.81
0.39,-0.49,10.10
0.29,-0.49,10.40
0.10,-0.29,10.49
0.00,-0.29,10.69
-0.10,-0.10,10.79
-0.20,0.10,11.08
-0.39,0.20,11.08
-0.10,0.20,11.28
-1.18,0.98,11.57
-2.84,0.69,10.89
-3.73,0.49,10.59
-4.31,0.10,10.79
-4.02,0.20,11.38
-3.73,1.08,12.36
-3.92,1.18,12.55
-3.82,0.49,12.36
-3.14,-0.49,12.26
-1.27,-1.67,12.06
1.57,-2.45,12.26
4.51,-2.84,12.16
6.57,-3.04,11.87
7.94,-2.94,11.28
8.04,-2.26,10.49
7.35,-1.67,9.41
6.08,-1.27,8.34
4.90,-0.69,7.26
3.43,0.49,6.37
1.57,1.08,5.30
-0.20,1.18,4.02
-1.67,0.98,2.94
-3.53,0.49,2.35
-4.02,0.29,2.35
-4.51,0.39,2.84
-4.71,0.78,3.63
-4.61,1.37,4.71
-4.41,1.96,5.88
-4.22,2.55,7.26
-3.73,2.94,8.83
-2.84,3.24,10.49
-1.47,3.53,12.16
0.00,3.33,13.44
1.47,2.26,14.32
3.24,2.16,15.10
4.81,0.59,15.40
5.98,-0.59,15.30
6.28,-1.57,14.71
5.59,-1.96,13.93
4.90,-1.96,13.44
3.63,-1.86,12.65
2.06,-1.47,11.77
0.69,-1.27,10.89
-0.39,-0.98,10.00
-1.47,-0.49,9.12
-2.26,-0.20,8.53
-2.75,-0.10,7.85
-3.14,0.00,7.35
-3.53,0.39,7.06
-3.43,0.69,6.96
-3.33,0.78,6.67
-3.33,0.98,6.57
-3.43,0.88,6.57
-2.84,0.88,6.57
-2.55,0.88,6.67
-2.16,0.78,6.77
-1.57,0.49,6.96
-1.27,0.39,7.06
-0.98,0.59,7.35
-0.88,0.39,7.65
-0.88,0.49,7.94
-0.98,0.88,8.43
-0.98,0.98,8.92
-0.69,0.69,9.32
-0.20,0.69,9.71
-0.10,0.78,10.10
0.00,0.59,10.40
0.10,0.29,10.59
0.20,0.20,10.59
0.20,0.39,10.89
0.00,0.59,10.79
0.00,0.78,10.79
-0.20,0.59,10.59
-0.49,0.78,10.49
-0.78,0.49,10.20
-0.98,0.20,9.90
-1.08,0.00,9.81
-0.98,0.39,10.30
-1.18,0.39,9.90
-0.98,0.59,10.40
-1.27,0.59,9.90
-1.47,0.49,10.30
-1.27,0.39,10.20
-1.47,0.88,10.79
-2.65,1.77,10.89
-4.81,1.77,10.59
-6.28,0.88,10.59
-5.49,0.29,10.89
-3.43,-0.29,11.38
-0.98,-0.69,11.87
0.39,-0.98,12.16
0.49,-1.47,12.16
0.20,-1.96,12.06
0.29,-2.26,12.06
1.08,-2.26,12.26
1.86,-1.86,12.36
2.45,-1.18,12.45
2.75,-0.59,12.06
2.65,-0.59,11.38
2.55,-0.69,10.30
1.96,-0.98,9.32
1.57,-1.27,8.14
1.27,-0.98,7.35
0.98,-0.78,7.16
0.88,-0.59,6.67
0.69,-0.29,6.28
0.29,-0.39,5.79
0.00,-0.49,5.39
-0.29,-0.49,5.20
-0.49,-0.59,5.10
-1.08,-1.08,4.90
-1.67,-1.37,4.90
-2.06,-1.67,5.10
-2.26,-1.86,5.59
-1.96,-1.77,6.57
-1.47,-1.57,7.65
-1.08,-1.27,8.83
-0.69,-0.88,10.49
0.00,-0.39,12.16
0.29,0.00,12.94
1.67,-0.39,14.12
2.26,0.10,14.71
3.73,-0.59,15.00
5.00,-0.78,15.20
5.98,-1.08,15.00
6.18,-1.18,14.32
5.20,-0.98,13.53
4.22,-0.78,12.45
3.04,-0.29,11.38
1.86,0.10,10.49
0.49,1.08,9.71
-0.69,1.67,8.83
-1.47,2.16,8.04
-2.45,1.77,6.86
-3.33,1.47,6.18
-3.82,1.47,5.88
-4.51,1.27,5.59
-4.61,0.98,5.39
-4.41,0.00,5.20
-3.63,-0.98,5.00
-2.65,-1.86,5.20
-1.86,-2.06,5.49
-1.27,-2.45,6.08
-0.78,-2.26,6.77
-0.59,-1.77,7.75
-0.20,-1.37,8.73
0.00,-0.88,9.61
0.00,-0.49,10.40
-0.10,-0.10,11.08
-0.39,0.29,11.77
-0.69,0.78,12.26
-0.88,0.78,12.36
-1.08,0.88,12.45
-0.98,0.98,12.16
-0.88,0.78,11.87
-0.69,0.39,11.28
-0.59,0.10,10.89
-0.78,-0.49,10.20
-0.78,-0.49,9.61
-0.88,-0.88,9.32
-1.18,-0.88,9.02
-1.37,-0.88,9.02
-1.47,-0.78,9.22
-1.47,-0.69,9.22
-1.57,-0.29,9.51
-1.77,0.00,9.61
-1.57,-0.20,9.71
-1.47,-0.29,9.81
-0.98,-0.29,10.10
-0.59,-0.10,10.40
-0.39,0.20,10.89
-0.59,0.69,11.18
-0.88,1.08,11.38
-1.67,1.86,11.87
-3.82,2.35,11.96
-5.10,2.26,11.67
-4.51,1.18,11.38
-2.94,0.39,11.96
-1.18,0.10,12.55
-0.39,-0.10,12.36
0.10,-1.08,11.77
0.98,-2.94,11.38
3.24,-3.63,11.28
3.92,-3.73,11.28
4.81,-2.94,11.38
4.81,-2.45,11.38
4.51,-1.86,11.08
4.12,-1.27,10.30
3.04,-1.37,9.32
1.96,-0.98,8.34
1.08,-0.20,7.45
0.20,0.10,6.57
-0.69,0.49,5.79
-1.86,0.69,5.10
-3.14,0.78,4.41
-4.02,0.78,4.12
-4.31,0.29,3.92
-4.31,-0.29,4.41
-3.53,0.00,5.49
-3.04,0.00,6.18
-2.35,0.20,7.26
-1.96,0.39,8.43
-1.47,0.49,9.71
-0.59,0.69,10.98
0.39,0.78,12.26
1.86,0.69,13.04
3.33,0.39,13.63
4.31,0.00,13.93
5.10,-0.20,13.93
5.20,-0.59,13.53
4.51,-1.08,13.04
3.24,-1.37,12.16
1.96,-1.57,11.28
0.69,-1.57,10.20
-0.49,-1.57,9.41
-0.98,-1.37,9.02
-1.57,-1.18,8.63
-1.96,-1.18,8.14
-2.26,-0.98,7.75
-2.55,-0.88,7.55
